Image_no,,,,,,,Folder_No,,,,Pred_x,pred_y,Pred_label,Manual_label
1008,0,0,9,11,8,12,9,1,0,0,-0.0621908903,-3.8189101219,R,R
1009,0,0,9,11,8,12,9,1,0,0,-0.0621908903,-3.8189101219,R,R
1010,0,0,9,11,8,12,9,1,0,0,-0.0621908903,-3.8189101219,R,R
1011,0,0,9,11,8,12,9,1,0,0,-0.5162238479,-3.9036982059,R,R
1012,0,0,9,11,8,12,9,1,0,0,-0.5162238479,-3.9036982059,R,R
1013,0,0,9,11,8,12,9,1,0,0,-0.5162238479,-3.9036982059,R,R
1014,0,0,9,11,8,12,9,1,0,0,1.0110186338,-4.5177531242,R,R
1015,0,0,9,11,8,12,9,1,0,0,1.0110186338,-4.5177531242,R,R
1016,0,0,9,11,8,12,9,1,0,0,1.0110186338,-4.5177531242,R,R
1017,0,0,9,11,8,12,9,1,0,0,0.5757392645,-4.21114254,R,R
1018,0,0,9,11,8,12,9,1,0,0,0.5757392645,-4.21114254,R,R
1019,0,0,9,11,8,12,9,1,0,0,0.5757392645,-4.21114254,R,R
1020,0,0,9,11,8,12,9,1,0,0,0.5757392645,-4.21114254,R,R
1021,0,0,9,11,8,12,9,1,0,0,0.0626871586,-3.8726525307,R,R
1022,0,0,9,11,8,12,9,1,0,0,0.0626871586,-3.8726525307,R,R
1023,0,0,9,11,8,12,9,1,0,0,0.0626871586,-3.8726525307,R,R
1024,0,0,9,11,8,12,9,1,0,0,-0.1972604394,-3.7324197292,R,R
1025,0,0,9,11,8,12,9,1,0,0,-0.1972604394,-3.7324197292,R,R
1026,0,0,9,11,8,12,9,1,0,0,-0.1972604394,-3.7324197292,R,R
1027,0,0,9,11,8,12,9,1,0,0,7.2958135605,-3.7269029617,L,L
1028,0,0,9,11,8,12,9,1,0,0,7.2958135605,-3.7269029617,L,L
1029,0,0,9,11,8,12,9,1,0,0,7.2958135605,-3.7269029617,L,L
1030,0,0,9,11,8,12,9,1,0,0,7.2958135605,-3.7269029617,L,L
1031,0,0,9,11,8,12,9,1,0,0,7.3756923676,-4.6181812286,L,L
1032,0,0,9,11,8,12,9,1,0,0,7.3756923676,-4.6181812286,L,L
1033,0,0,9,11,8,12,9,1,0,0,7.3756923676,-4.6181812286,L,L
1034,0,0,9,11,8,12,9,1,0,0,7.83659935,-4.3584117889,L,L
1035,0,0,9,11,8,12,9,1,0,0,7.83659935,-4.3584117889,L,L
1036,0,0,9,11,8,12,9,1,0,0,7.83659935,-4.3584117889,L,L
1037,0,0,9,11,8,12,9,1,0,0,7.7664175034,-4.6190958023,L,L
1038,0,0,9,11,8,12,9,1,0,0,7.7664175034,-4.6190958023,L,L
1039,0,0,9,11,8,12,9,1,0,0,7.7664175034,-4.6190958023,L,L
1040,0,0,9,11,8,12,9,1,0,0,7.9002609253,-3.8670349121,L,L
1041,0,0,9,11,8,12,9,1,0,0,7.9002609253,-3.8670349121,L,L
1042,0,0,9,11,8,12,9,1,0,0,7.9002609253,-3.8670349121,L,L
1043,0,0,9,11,8,12,9,1,0,0,7.4675455093,-3.5880849361,L,L
1044,0,0,9,11,8,12,9,1,0,0,7.4675455093,-3.5880849361,L,L
1045,0,0,9,11,8,12,9,1,0,0,7.4675455093,-3.5880849361,L,L
1046,0,0,9,11,8,12,9,1,0,0,7.4675455093,-3.5880849361,L,L
1047,0,0,9,11,8,12,9,1,0,0,6.6310863495,-4.9550800323,L,L
1048,0,0,9,11,8,12,9,1,0,0,6.6310863495,-4.9550800323,L,L
1049,0,0,9,11,8,12,9,1,0,0,6.6310863495,-4.9550800323,L,L
1050,0,0,9,11,8,12,9,1,0,0,6.6310863495,-4.9550800323,L,L
1054,0,0,8,10,9,14,9,1,0,0,5.5104532242,-3.7455370426,L,L
1055,0,0,8,10,9,14,9,1,0,0,5.5104532242,-3.7455370426,L,L
1056,0,0,8,10,9,14,9,1,0,0,5.5104532242,-3.7455370426,L,L
1057,0,0,9,11,8,12,9,1,0,0,7.0985217094,-4.2655248642,L,L
1058,0,0,9,11,8,12,9,1,0,0,7.0985217094,-4.2655248642,L,L
1059,0,0,9,11,8,12,9,1,0,0,7.0985217094,-4.2655248642,L,L
1060,0,0,9,11,8,12,9,1,0,0,7.0985217094,-4.2655248642,L,L
1061,0,0,9,13,8,12,9,1,0,0,6.7044348717,-4.9489035606,L,L
1062,0,0,9,13,8,12,9,1,0,0,6.7044348717,-4.9489035606,L,L
1063,0,0,9,13,8,12,9,1,0,0,6.7044348717,-4.9489035606,L,L
1064,0,0,9,13,8,12,9,1,0,0,6.7044348717,-4.9489035606,L,L
1065,0,0,9,11,8,12,9,1,0,0,6.5928092003,-4.1888394356,L,L
1066,0,0,9,11,8,12,9,1,0,0,6.5928092003,-4.1888394356,L,L
1067,0,0,9,11,8,12,9,1,0,0,6.5928092003,-4.1888394356,L,L
1068,0,0,9,11,8,12,9,1,0,0,7.5237789154,-4.585144043,L,L
1069,0,0,9,11,8,12,9,1,0,0,7.5237789154,-4.585144043,L,L
1070,0,0,9,11,8,12,9,1,0,0,7.5237789154,-4.585144043,L,L
1071,0,0,9,11,8,12,9,1,0,0,7.7818088531,-3.8269286156,L,L
1072,0,0,9,11,8,12,9,1,0,0,7.7818088531,-3.8269286156,L,L
1073,0,0,9,11,8,12,9,1,0,0,7.7818088531,-3.8269286156,L,L
1074,0,0,9,11,8,12,9,1,0,0,7.403242588,-4.3857126236,L,L
1075,0,0,9,11,8,12,9,1,0,0,7.403242588,-4.3857126236,L,L
1076,0,0,9,11,8,12,9,1,0,0,7.403242588,-4.3857126236,L,L
1077,0,0,9,11,8,12,9,1,0,0,7.403242588,-4.3857126236,L,L
1078,0,0,9,11,8,12,9,1,0,0,7.8469314575,-3.608455658,L,L
1079,0,0,9,11,8,12,9,1,0,0,7.8469314575,-3.608455658,L,L
1080,0,0,9,11,8,12,9,1,0,0,7.8469314575,-3.608455658,L,L
1081,0,0,9,11,8,12,9,1,0,0,7.5587568283,-3.3870437145,L,L
1082,0,0,9,11,8,12,9,1,0,0,7.5587568283,-3.3870437145,L,L
1083,0,0,9,11,8,12,9,1,0,0,7.5587568283,-3.3870437145,L,L
1084,0,0,9,11,8,12,9,1,0,0,7.5587568283,-3.3870437145,L,L
1085,0,0,9,11,8,12,9,1,0,0,7.2462000847,-2.6738712788,L,L
1086,0,0,9,11,8,12,9,1,0,0,7.2462000847,-2.6738712788,L,L
1087,0,0,9,11,8,12,9,1,0,0,7.2462000847,-2.6738712788,L,L
1088,0,0,9,11,8,12,9,1,0,0,7.1849994659,-2.8535826206,L,L
1089,0,0,9,11,8,12,9,1,0,0,7.1849994659,-2.8535826206,L,L
1090,0,0,9,11,8,12,9,1,0,0,7.1849994659,-2.8535826206,L,L
1091,0,0,9,11,8,12,9,1,0,0,7.5177307129,-3.4133541584,L,L
1092,0,0,9,11,8,12,9,1,0,0,7.5177307129,-3.4133541584,L,L
1093,0,0,9,11,8,12,9,1,0,0,7.5177307129,-3.4133541584,L,L
1094,0,0,9,11,8,12,9,1,0,0,6.8511161804,-2.3831050396,L,L
1095,0,0,9,11,8,12,9,1,0,0,6.8511161804,-2.3831050396,L,L
1096,0,0,9,11,8,12,9,1,0,0,6.8511161804,-2.3831050396,L,L
1097,0,0,9,11,8,12,9,1,0,0,6.8511161804,-2.3831050396,L,L
1098,0,0,9,11,8,12,9,1,0,0,1.4517909288,-7.0750460625,R,R
1099,0,0,9,11,8,12,9,1,0,0,1.4517909288,-7.0750460625,R,R
1100,0,0,9,11,8,12,9,1,0,0,1.4517909288,-7.0750460625,R,R
1101,0,0,9,11,8,12,9,1,0,0,1.4517909288,-7.0750460625,R,R
1102,0,0,9,11,8,12,9,1,0,0,1.8147505522,-6.5485191345,R,R
1103,0,0,9,11,8,12,9,1,0,0,1.8147505522,-6.5485191345,R,R
1104,0,0,9,11,8,12,9,1,0,0,1.8147505522,-6.5485191345,R,R
1105,0,0,9,11,8,12,9,1,0,0,0.3181368113,-5.6794228554,R,R
1106,0,0,9,11,8,12,9,1,0,0,0.3181368113,-5.6794228554,R,R
1107,0,0,9,11,8,12,9,1,0,0,0.3181368113,-5.6794228554,R,R
1108,0,0,9,11,8,12,9,1,0,0,0.3181368113,-5.6794228554,R,R
1109,0,0,9,11,8,12,9,1,0,0,-0.3473498821,-7.3775486946,R,R
1110,0,0,9,11,8,12,9,1,0,0,-0.3473498821,-7.3775486946,R,R
1111,0,0,9,11,8,12,9,1,0,0,-0.3473498821,-7.3775486946,R,R
1119,0,0,9,11,8,12,9,1,0,0,4.342048645,-8.3297700882,L,L
1120,0,0,9,11,8,12,9,1,0,0,4.342048645,-8.3297700882,L,L
1121,0,0,9,11,8,12,9,1,0,0,4.342048645,-8.3297700882,L,L
1122,0,0,9,11,8,12,9,1,0,0,4.6666593552,-7.6722984314,L,L
1123,0,0,9,11,8,12,9,1,0,0,4.6666593552,-7.6722984314,L,L
1124,0,0,9,11,8,12,9,1,0,0,4.6666593552,-7.6722984314,L,L
1125,0,0,9,11,8,12,9,1,0,0,5.4353609085,-7.8396267891,L,L
1126,0,0,9,11,8,12,9,1,0,0,5.4353609085,-7.8396267891,L,L
1127,0,0,9,11,8,12,9,1,0,0,5.4353609085,-7.8396267891,L,L
1128,0,0,9,11,8,12,9,1,0,0,1.1202578545,-9.0828704834,R,R
1129,0,0,9,11,8,12,9,1,0,0,1.1202578545,-9.0828704834,R,R
1130,0,0,9,11,8,12,9,1,0,0,1.1202578545,-9.0828704834,R,R
1131,0,0,9,11,8,12,9,1,0,0,1.1202578545,-9.0828704834,R,R
1132,0,0,9,11,8,12,9,1,0,0,0.2442376614,-8.1215171814,R,R
1133,0,0,9,11,8,12,9,1,0,0,0.2442376614,-8.1215171814,R,R
1134,0,0,9,11,8,12,9,1,0,0,0.2442376614,-8.1215171814,R,R
1135,0,0,9,11,8,12,9,1,0,0,0.3724824786,-5.1499218941,R,R
1136,0,0,9,11,8,12,9,1,0,0,0.3724824786,-5.1499218941,R,R
1137,0,0,9,11,8,12,9,1,0,0,0.3724824786,-5.1499218941,R,R
1138,0,0,9,11,8,12,9,1,0,0,0.3899710774,-6.1762137413,R,R
1139,0,0,9,11,8,12,9,1,0,0,0.3899710774,-6.1762137413,R,R
1140,0,0,9,11,8,12,9,1,0,0,0.3899710774,-6.1762137413,R,R
1141,0,0,9,11,8,12,9,1,0,0,0.3899710774,-6.1762137413,R,R
1142,0,0,9,13,8,12,9,1,0,0,-0.0341639519,-5.9984679222,R,R
1143,0,0,9,13,8,12,9,1,0,0,-0.0341639519,-5.9984679222,R,R
1144,0,0,9,13,8,12,9,1,0,0,-0.0341639519,-5.9984679222,R,R
1145,0,0,9,13,8,12,9,1,0,0,-0.2840360403,-5.822022438,R,R
1146,0,0,9,13,8,12,9,1,0,0,-0.2840360403,-5.822022438,R,R
1147,0,0,9,13,8,12,9,1,0,0,-0.2840360403,-5.822022438,R,R
1148,0,0,9,13,8,12,9,1,0,0,-0.2840360403,-5.822022438,R,R
1149,0,0,9,13,8,12,9,1,0,0,-0.5475273132,-5.3670802116,R,R
1150,0,0,9,13,8,12,9,1,0,0,-0.5475273132,-5.3670802116,R,R
1151,0,0,9,13,8,12,9,1,0,0,-0.5475273132,-5.3670802116,R,R
1152,0,0,9,13,8,12,9,1,0,0,-0.6480118632,-4.6663546562,R,R
1153,0,0,9,13,8,12,9,1,0,0,-0.6480118632,-4.6663546562,R,R
1154,0,0,9,13,8,12,9,1,0,0,-0.6480118632,-4.6663546562,R,R
1155,0,0,9,13,8,12,9,1,0,0,4.8076019287,-5.8802657127,L,L
1156,0,0,9,13,8,12,9,1,0,0,4.8076019287,-5.8802657127,L,L
1157,0,0,9,13,8,12,9,1,0,0,4.8076019287,-5.8802657127,L,L
1158,0,0,9,13,8,12,9,1,0,0,4.8076019287,-5.8802657127,L,L
1159,0,0,9,13,8,12,9,1,0,0,5.3069229126,-6.1050872803,L,L
1160,0,0,9,13,8,12,9,1,0,0,5.3069229126,-6.1050872803,L,L
1161,0,0,9,13,8,12,9,1,0,0,5.3069229126,-6.1050872803,L,L
1162,0,0,9,13,8,12,9,1,0,0,5.7190608978,-5.2454090118,L,L
1163,0,0,9,13,8,12,9,1,0,0,5.7190608978,-5.2454090118,L,L
1164,0,0,9,13,8,12,9,1,0,0,5.7190608978,-5.2454090118,L,L
1175,0,0,9,13,8,12,9,1,0,0,1.2027605772,-6.6771082878,R,R
1176,0,0,9,13,8,12,9,1,0,0,1.2027605772,-6.6771082878,R,R
1177,0,0,9,13,8,12,9,1,0,0,1.2027605772,-6.6771082878,R,R
1178,0,0,9,13,8,12,9,1,0,0,1.2027605772,-6.6771082878,R,R
1179,0,0,9,11,8,12,9,1,0,0,0.6220152974,-6.901154995,R,R
1180,0,0,9,11,8,12,9,1,0,0,0.6220152974,-6.901154995,R,R
1181,0,0,9,11,8,12,9,1,0,0,0.6220152974,-6.901154995,R,R
1182,0,0,9,11,8,12,9,1,0,0,1.1307556629,-6.292289257,R,R
1183,0,0,9,11,8,12,9,1,0,0,1.1307556629,-6.292289257,R,R
1184,0,0,9,11,8,12,9,1,0,0,1.1307556629,-6.292289257,R,R
1185,0,0,9,13,8,12,9,1,0,0,1.0445817709,-6.5434546471,R,R
1186,0,0,9,13,8,12,9,1,0,0,1.0445817709,-6.5434546471,R,R
1187,0,0,9,13,8,12,9,1,0,0,1.0445817709,-6.5434546471,R,R
1188,0,0,9,13,8,12,9,1,0,0,1.0445817709,-6.5434546471,R,R
1189,0,0,9,13,8,12,9,1,0,0,1.5275934935,-6.3746724129,R,R
1190,0,0,9,13,8,12,9,1,0,0,1.5275934935,-6.3746724129,R,R
1191,0,0,9,13,8,12,9,1,0,0,1.5275934935,-6.3746724129,R,R
1192,0,0,9,13,8,12,9,1,0,0,1.9544013739,-5.8594713211,R,R
1193,0,0,9,13,8,12,9,1,0,0,1.9544013739,-5.8594713211,R,R
1194,0,0,9,13,8,12,9,1,0,0,1.9544013739,-5.8594713211,R,R
1195,0,0,9,13,8,12,9,1,0,0,2.1433162689,-6.2311139107,L,R
1196,0,0,9,13,8,12,9,1,0,0,2.1433162689,-6.2311139107,L,R
1197,0,0,9,13,8,12,9,1,0,0,2.1433162689,-6.2311139107,L,R
1198,0,0,9,13,8,12,9,1,0,0,2.1433162689,-6.2311139107,L,R
1199,0,0,9,13,8,12,9,1,0,0,1.6041277647,-5.9872503281,R,R
1200,0,0,9,13,8,12,9,1,0,0,1.6041277647,-5.9872503281,R,R
1201,0,0,9,13,8,12,9,1,0,0,1.6041277647,-5.9872503281,R,R
1202,0,0,9,13,8,12,9,1,0,0,1.7159124613,-6.9774718285,R,R
1203,0,0,9,13,8,12,9,1,0,0,1.7159124613,-6.9774718285,R,R
1204,0,0,9,13,8,12,9,1,0,0,1.7159124613,-6.9774718285,R,R
1205,0,0,9,13,8,12,9,1,0,0,1.5994883776,-6.8487691879,R,R
1206,0,0,9,13,8,12,9,1,0,0,1.5994883776,-6.8487691879,R,R
1207,0,0,9,13,8,12,9,1,0,0,1.5994883776,-6.8487691879,R,R
1208,0,0,9,13,8,12,9,1,0,0,5.0907087326,-6.1832060814,L,L
1209,0,0,9,13,8,12,9,1,0,0,5.0907087326,-6.1832060814,L,L
1210,0,0,9,13,8,12,9,1,0,0,5.0907087326,-6.1832060814,L,L
1211,0,0,9,13,8,12,9,1,0,0,6.2780666351,-6.1122179031,L,L
1212,0,0,9,13,8,12,9,1,0,0,6.2780666351,-6.1122179031,L,L
1213,0,0,9,13,8,12,9,1,0,0,6.2780666351,-6.1122179031,L,L
1214,0,0,9,13,8,12,9,1,0,0,6.2780666351,-6.1122179031,L,L
1215,0,0,9,13,8,12,9,1,0,0,5.9099779129,-5.5935015678,L,L
1216,0,0,9,13,8,12,9,1,0,0,5.9099779129,-5.5935015678,L,L
1217,0,0,9,13,8,12,9,1,0,0,5.9099779129,-5.5935015678,L,L
1218,0,0,9,13,8,12,9,1,0,0,5.4209299088,-4.9588999748,L,L
1219,0,0,9,13,8,12,9,1,0,0,5.4209299088,-4.9588999748,L,L
1220,0,0,9,13,8,12,9,1,0,0,5.4209299088,-4.9588999748,L,L
1221,0,0,9,13,8,12,9,1,0,0,6.5736865997,-5.743077755,L,L
1222,0,0,9,13,8,12,9,1,0,0,6.5736865997,-5.743077755,L,L
1223,0,0,9,13,8,12,9,1,0,0,6.5736865997,-5.743077755,L,L
1224,0,0,9,13,8,12,9,1,0,0,6.5736865997,-5.743077755,L,L
1225,0,0,9,13,8,12,9,1,0,0,5.5670404434,-5.8421697617,L,L
1226,0,0,9,13,8,12,9,1,0,0,5.5670404434,-5.8421697617,L,L
1,0,0,8,6,6,10,4,0,1,0,-1.458815217,-1.6471823454,R,R
2,0,0,8,6,6,10,4,0,1,0,-1.458815217,-1.6471823454,R,R
3,0,0,8,6,6,10,4,0,1,0,-1.458815217,-1.6471823454,R,R
4,0,0,8,6,6,10,4,0,1,0,-1.458815217,-1.6471823454,R,R
5,0,0,8,6,6,10,4,0,1,0,-1.458815217,-1.6471823454,R,R
6,0,0,8,6,6,10,4,0,1,0,-1.458815217,-1.6471823454,R,R
7,0,0,8,6,6,10,4,0,1,0,-1.458815217,-1.6471823454,R,R
8,0,0,8,6,6,10,4,0,1,0,-1.458815217,-1.6471823454,R,R
9,0,0,8,6,6,10,4,0,1,0,-0.3370049298,-3.8291778564,R,R
10,0,0,8,6,6,10,4,0,1,0,-0.3370049298,-3.8291778564,R,R
11,0,0,8,6,6,10,4,0,1,0,-0.8143805861,-5.0484061241,R,R
12,0,0,8,6,6,10,4,0,1,0,-2.711265564,-3.9099576473,R,R
13,0,0,8,6,6,10,4,0,1,0,-2.0830864906,-2.9602606297,R,R
14,0,0,8,6,6,10,4,0,1,0,-2.9103827477,-2.6518523693,R,R
15,0,0,8,6,6,10,4,0,1,0,-1.9652863741,-1.4248735905,R,R
16,0,0,8,6,6,10,4,0,1,0,-1.7580910921,-1.978540659,R,R
17,0,0,8,6,6,10,4,0,1,0,-2.0445871353,-1.5924627781,R,R
18,0,0,8,6,6,10,4,0,1,0,-2.6199703217,-3.4968750477,R,R
19,0,0,8,6,6,10,4,0,1,0,-2.4752321243,-2.4481697083,R,R
20,0,0,8,6,6,10,4,0,1,0,-2.5275111198,-2.7648720741,R,R
21,0,0,8,6,6,10,4,0,1,0,-2.5304203033,-2.7680418491,R,R
22,0,0,8,6,6,10,4,0,1,0,-2.8014655113,-2.9761404991,R,R
23,0,0,8,6,6,10,4,0,1,0,-2.7822418213,-2.9482681751,R,R
24,0,0,8,6,6,10,4,0,1,0,-2.711063385,-2.6257014275,R,R
25,0,0,8,6,6,10,4,0,1,0,-2.9924044609,-2.8583543301,R,R
26,0,0,8,6,6,10,4,0,1,0,-2.5208559036,-2.9783883095,R,R
27,0,0,8,6,6,10,4,0,1,0,-3.0840144157,-2.828407526,R,R
28,0,0,8,6,6,10,4,0,1,0,-2.5180039406,-2.5480630398,R,R
29,0,0,8,6,6,10,4,0,1,0,-2.3871917725,-2.1391413212,R,R
30,0,0,8,6,6,10,4,0,1,0,-2.2588272095,-1.9407886267,R,R
31,0,0,8,6,6,10,4,0,1,0,-2.4082803726,-2.8932974339,R,R
32,0,0,8,6,6,10,4,0,1,0,-2.3320326805,-2.3842976093,R,R
33,0,0,8,6,6,10,4,0,1,0,-2.3558382988,-2.5999162197,R,R
34,0,0,8,6,6,10,4,0,1,0,-2.2241318226,-2.5464847088,R,R
35,0,0,8,6,6,10,4,0,1,0,-1.5525212288,-1.8665902615,R,R
36,0,0,8,6,6,10,4,0,1,0,-1.5150518417,-2.1824193001,R,R
37,0,0,8,6,6,10,4,0,1,0,-1.5945504904,-2.1411540508,R,R
38,0,0,8,6,6,10,4,0,1,0,-1.4934304953,-1.8667125702,R,R
39,0,0,8,6,6,10,4,0,1,0,-2.1270532608,-2.6502139568,R,R
40,0,0,8,6,6,10,4,0,1,0,-2.2747092247,-2.3170428276,R,R
41,0,0,8,6,6,10,4,0,1,0,-1.9967502356,-2.3636205196,R,R
42,0,0,8,6,6,10,4,0,1,0,-1.739287734,-2.515037775,R,R
43,0,0,8,6,6,10,4,0,1,0,-1.8019165993,-2.6277492046,R,R
44,0,0,8,6,6,10,4,0,1,0,-1.7415856123,-2.4111204147,R,R
45,0,0,8,6,6,10,4,0,1,0,-1.7109507322,-2.3336443901,R,R
46,0,0,8,6,6,10,4,0,1,0,-1.7603131533,-1.7786903381,R,R
47,0,0,8,6,6,10,4,0,1,0,-1.5060472488,-1.6721656322,R,R
48,0,0,8,6,6,10,4,0,1,0,-2.2838277817,-1.5748149157,R,R
49,0,0,8,6,6,10,4,0,1,0,-2.2313513756,-1.9925041199,R,R
50,0,0,8,6,6,10,4,0,1,0,-2.8820953369,-2.0847606659,R,R
51,0,0,8,6,6,10,4,0,1,0,-2.7158894539,-1.2979011536,R,R
52,0,0,8,6,6,10,4,0,1,0,-2.5711092949,-1.6211680174,R,R
53,0,0,8,6,6,10,4,0,1,0,0.0550500751,-0.5726312995,R,R
54,0,0,8,6,6,10,4,0,1,0,0.2268497944,-0.1702206731,R,R
55,0,0,8,6,6,10,4,0,1,0,-0.0960558653,-0.688008368,R,R
56,0,0,8,6,6,10,4,0,1,0,-0.1088010073,-0.8874158859,R,R
57,0,0,8,6,6,10,4,0,1,0,0.995118022,-0.5482637882,R,R
58,0,0,8,6,6,10,4,0,1,0,6.9806900024,-0.4401153922,L,R
59,0,0,8,6,6,10,4,0,1,0,7.5345449448,0.0477796942,L,R
60,0,0,8,6,6,10,4,0,1,0,7.76034832,0.1106988937,L,R
61,0,0,8,6,6,10,4,0,1,0,8.0690050125,0.5078328252,L,L
62,0,0,8,6,6,10,4,0,1,0,8.024477005,0.4945934415,L,L
63,0,0,8,6,6,10,4,0,1,0,8.02480793,0.4762452841,L,L
64,0,0,8,6,6,10,4,0,1,0,8.1210737228,0.4475569129,L,L
65,0,0,8,6,6,10,4,0,1,0,8.2569694519,0.3068503737,L,L
66,0,0,8,6,6,10,4,0,1,0,8.5299720764,0.5270163417,L,L
67,0,0,8,6,6,10,4,0,1,0,8.1074638367,0.1884238869,L,L
68,0,0,8,6,6,10,4,0,1,0,8.17578125,0.2313406616,L,L
69,0,0,8,6,6,10,4,0,1,0,8.3731431961,0.4596025944,L,L
70,0,0,8,6,6,10,4,0,1,0,8.5089511871,0.6757757068,L,L
71,0,0,8,6,6,10,4,0,1,0,8.3270072937,0.631418407,L,L
72,0,0,8,6,6,10,4,0,1,0,8.3386182785,0.2812669277,L,L
73,0,0,8,6,6,10,4,0,1,0,8.0929775238,0.4645143151,L,L
74,0,0,8,6,6,10,4,0,1,0,7.965473175,0.5095584989,L,L
75,0,0,8,6,6,10,4,0,1,0,8.3032302856,0.5032734275,L,L
76,0,0,8,6,6,10,4,0,1,0,8.2570896149,0.5561119914,L,L
77,0,0,8,6,6,10,4,0,1,0,8.1701984406,0.5601831079,L,L
78,0,0,8,6,6,10,4,0,1,0,8.3201122284,0.7541164756,L,L
79,0,0,8,6,6,10,4,0,1,0,8.3420257568,0.859234035,L,L
80,0,0,8,6,6,10,4,0,1,0,7.9146881104,0.8263724446,L,L
81,0,0,8,6,6,10,4,0,1,0,8.6085920334,1.2355407476,L,L
82,0,0,8,6,6,10,4,0,1,0,8.8202362061,1.1061571836,L,L
83,0,0,8,6,6,10,4,0,1,0,8.8555746078,0.4926324487,L,L
84,0,0,8,6,6,10,4,0,1,0,9.0627374649,1.0050553083,L,L
85,0,0,8,6,6,10,4,0,1,0,9.4528446198,0.7876693606,L,L
86,0,0,8,6,6,10,4,0,1,0,8.9581222534,0.566618979,L,L
87,0,0,8,6,6,10,4,0,1,0,9.4621858597,0.4396467805,L,L
88,0,0,8,6,6,10,4,0,1,0,9.1902046204,1.0734920502,L,L
89,0,0,8,6,6,10,4,0,1,0,9.2826929092,0.6800855994,L,L
90,0,0,8,6,6,10,4,0,1,0,9.2284908295,0.5768169761,L,L
91,0,0,8,6,6,10,4,0,1,0,8.7404403687,0.1203039438,L,L
92,0,0,8,6,6,10,4,0,1,0,8.7032661438,0.02990897,L,L
93,0,0,8,6,6,10,4,0,1,0,8.7416334152,0.6713971496,L,L
94,0,0,8,6,6,10,4,0,1,0,8.9496068954,0.3838587403,L,L
95,0,0,8,6,6,10,4,0,1,0,8.3234224319,0.0624177009,L,L
96,0,0,8,6,6,10,4,0,1,0,8.5929450989,0.2404608279,L,L
97,0,0,8,6,6,10,4,0,1,0,8.7277030945,0.7085700631,L,L
98,0,0,8,6,6,10,4,0,1,0,7.6937294006,0.1031731516,L,L
99,0,0,8,6,6,10,4,0,1,0,7.8237285614,-0.0292984694,L,L
100,0,0,8,6,6,10,4,0,1,0,8.8355112076,0.7380587459,L,L
101,0,0,8,6,6,10,4,0,1,0,8.3860664368,-0.1485598534,L,L
102,0,0,8,6,6,10,4,0,1,0,8.3193502426,0.0060320646,L,L
103,0,0,8,6,6,10,4,0,1,0,8.7101097107,0.0959100276,L,L
104,0,0,8,6,6,10,4,0,1,0,8.3818483353,0.047359243,L,L
105,0,0,8,6,6,10,4,0,1,0,9.1582736969,0.6005433202,L,L
106,0,0,8,6,6,10,4,0,1,0,8.0185098648,-0.4620248079,L,L
107,0,0,8,6,6,10,4,0,1,0,8.6871376038,-0.0390962809,L,L
108,0,0,8,6,6,10,4,0,1,0,8.1113262177,-0.3343482614,L,L
109,0,0,8,6,6,10,4,0,1,0,8.128698349,-0.1589059085,L,L
110,0,0,8,6,6,10,4,0,1,0,9.4432125092,0.3327098489,L,L
111,0,0,8,6,6,10,4,0,1,0,9.5084819794,0.4715934396,L,L
112,0,0,8,6,6,10,4,0,1,0,8.750418663,0.73441118,L,L
113,0,0,8,6,6,10,4,0,1,0,9.3552150726,0.9787632823,L,L
114,0,0,8,6,6,10,4,0,1,0,8.9417858124,1.1526132822,L,L
115,0,0,8,6,6,10,4,0,1,0,8.8508958817,0.9615417123,L,L
116,0,0,8,6,6,10,4,0,1,0,8.7573852539,0.9212965369,L,L
117,0,0,8,6,6,10,4,0,1,0,9.5429525375,1.2557342052,L,L
118,0,0,8,6,6,10,4,0,1,0,8.5235404968,0.7037888169,L,L
119,0,0,8,6,6,10,4,0,1,0,8.9540405273,0.4676575065,L,L
120,0,0,8,6,6,10,4,0,1,0,8.5235319138,0.6100820899,L,L
121,0,0,8,6,6,10,4,0,1,0,8.453578949,0.8596312404,L,L
122,0,0,8,6,6,10,4,0,1,0,9.1903877258,0.7927575707,L,L
123,0,0,8,6,6,10,4,0,1,0,8.5505065918,1.1073902845,L,L
124,0,0,8,6,6,10,4,0,1,0,9.0665512085,0.8515118957,L,L
125,0,0,8,6,6,10,4,0,1,0,9.9957761765,0.6468322873,L,L
126,0,0,8,6,6,10,4,0,1,0,9.1315050125,0.670763433,L,L
127,0,0,8,6,6,10,4,0,1,0,8.563659668,0.6424902081,L,L
128,0,0,8,6,6,10,4,0,1,0,8.807179451,0.6476694942,L,L
129,0,0,8,6,6,10,4,0,1,0,8.6632223129,0.6890899539,L,L
130,0,0,8,6,6,10,4,0,1,0,9.2513465881,1.4378637075,L,L
131,0,0,8,6,6,10,4,0,1,0,8.6838798523,1.3489792347,L,L
132,0,0,8,6,6,10,4,0,1,0,9.0783348083,1.3062816858,L,L
133,0,0,8,6,6,10,4,0,1,0,9.0435256958,1.342705965,L,L
134,0,0,8,6,6,10,4,0,1,0,10.3280467987,1.3481009007,L,L
135,0,0,8,6,6,10,4,0,1,0,9.7278270721,1.6888201237,L,L
136,0,0,8,6,6,10,4,0,1,0,9.6225471497,1.8728713989,L,L
137,0,0,8,6,6,10,4,0,1,0,9.4009876251,1.3031096458,L,L
138,0,0,8,6,6,10,4,0,1,0,9.2237071991,1.0878762007,L,L
